"Date","IGLD.m"
1987-01-01,74.801
1987-01-02,74.729
1987-01-03,74.796
1987-01-04,74.794
1987-01-05,74.798
1987-01-06,74.797
1987-01-07,74.831
1987-01-08,74.792
1987-01-09,74.806
1987-01-10,74.75
1987-01-11,74.782
1987-01-12,74.81
1987-01-13,74.791
1987-01-14,74.786
1987-01-15,74.778
1987-01-16,74.755
1987-01-17,74.775
1987-01-18,74.843
1987-01-19,74.769
1987-01-20,74.826
1987-01-21,74.915
1987-01-22,74.852
1987-01-23,74.965
1987-01-24,74.988
1987-01-25,74.93
1987-01-26,74.885
1987-01-27,74.918
1987-01-28,74.928
1987-01-29,74.923
1987-01-30,74.912
1987-01-31,74.955
1987-02-01,74.923
1987-02-02,74.95
1987-02-03,74.941
1987-02-04,74.94
1987-02-05,74.924
1987-02-06,74.927
1987-02-07,74.923
1987-02-08,74.869
1987-02-09,74.861
1987-02-10,74.909
1987-02-11,74.891
1987-02-12,74.868
1987-02-13,74.863
1987-02-14,74.875
1987-02-15,74.915
1987-02-16,74.903
1987-02-17,74.899
1987-02-18,74.902
1987-02-19,74.903
1987-02-20,74.884
1987-02-21,74.872
1987-02-22,74.847
1987-02-23,74.852
1987-02-24,74.86
1987-02-25,74.837
1987-02-26,74.821
1987-02-27,74.8
1987-02-28,74.78
1987-03-01,74.755
1987-03-02,74.883
1987-03-03,74.841
1987-03-04,74.831
1987-03-05,74.819
1987-03-06,74.837
1987-03-07,74.839
1987-03-08,74.833
1987-03-09,74.712
1987-03-10,74.76
1987-03-11,74.785
1987-03-12,74.81
1987-03-13,74.81
1987-03-14,74.802
1987-03-15,74.798
1987-03-16,74.807
1987-03-17,74.816
1987-03-18,74.802
1987-03-19,74.802
1987-03-20,74.799
1987-03-21,74.802
1987-03-22,74.78
1987-03-23,74.795
1987-03-24,74.783
1987-03-25,74.777
1987-03-26,74.826
1987-03-27,74.818
1987-03-28,74.825
1987-03-29,74.825
1987-03-30,74.875
1987-03-31,74.934
1987-04-01,74.91
1987-04-02,74.931
1987-04-03,74.971
1987-04-04,74.819
1987-04-05,74.859
1987-04-06,74.927
1987-04-07,75.002
1987-04-08,75.037
1987-04-09,75.075
1987-04-10,75.073
1987-04-11,75.044
1987-04-12,75.054
1987-04-13,75.031
1987-04-14,75.036
1987-04-15,75.038
1987-04-16,75.056
1987-04-17,75.061
1987-04-18,75.073
1987-04-19,75.073
1987-04-20,75.065
1987-04-21,75.047
1987-04-22,74.992
1987-04-23,75.047
1987-04-24,75.009
1987-04-25,75.024
1987-04-26,75.009
1987-04-27,75.027
1987-04-28,75.082
1987-04-29,75.041
1987-04-30,75.092
1987-05-01,75.091
1987-05-02,75.034
1987-05-03,74.994
1987-05-04,74.969
1987-05-05,74.992
1987-05-06,75.012
1987-05-07,75.001
1987-05-08,75.002
1987-05-09,75.017
1987-05-10,74.982
1987-05-11,74.968
1987-05-12,74.97
1987-05-13,74.945
1987-05-14,74.963
1987-05-15,74.96
1987-05-16,74.957
1987-05-17,74.94
1987-05-18,74.905
1987-05-19,74.89
1987-05-20,74.904
1987-05-21,74.918
1987-05-22,74.928
1987-05-23,74.896
1987-05-24,74.914
1987-05-25,74.894
1987-05-26,74.881
1987-05-27,74.902
1987-05-28,74.919
1987-05-29,74.914
1987-05-30,74.912
1987-05-31,74.91
1987-06-01,74.897
1987-06-02,74.889
1987-06-03,74.905
1987-06-04,74.909
1987-06-05,74.908
1987-06-06,74.883
1987-06-07,74.882
1987-06-08,74.915
1987-06-09,74.908
1987-06-10,74.903
1987-06-11,74.896
1987-06-12,74.912
1987-06-13,74.888
1987-06-14,74.886
1987-06-15,74.884
1987-06-16,74.872
1987-06-17,74.861
1987-06-18,74.851
1987-06-19,74.847
1987-06-20,74.806
1987-06-21,74.799
1987-06-22,74.791
1987-06-23,74.792
1987-06-24,74.809
1987-06-25,74.797
1987-06-26,74.826
1987-06-27,74.823
1987-06-28,74.855
1987-06-29,74.827
1987-06-30,74.849
1987-07-01,74.82
1987-07-02,74.775
1987-07-03,74.809
1987-07-04,74.826
1987-07-05,74.791
1987-07-06,74.776
1987-07-07,74.782
1987-07-08,74.787
1987-07-09,74.783
1987-07-10,74.782
1987-07-11,74.776
1987-07-12,74.768
1987-07-13,74.74
1987-07-14,74.782
1987-07-15,74.771
1987-07-16,74.769
1987-07-17,74.769
1987-07-18,74.784
1987-07-19,74.724
1987-07-20,74.771
1987-07-21,74.76
1987-07-22,74.758
1987-07-23,74.764
1987-07-24,74.777
1987-07-25,74.757
1987-07-26,74.746
1987-07-27,74.76
1987-07-28,74.709
1987-07-29,74.704
1987-07-30,74.693
1987-07-31,74.665
1987-08-01,74.651
1987-08-02,74.658
1987-08-03,74.692
1987-08-04,74.667
1987-08-05,74.598
1987-08-06,74.616
1987-08-07,74.625
1987-08-08,74.632
1987-08-09,74.596
1987-08-10,74.607
1987-08-11,74.574
1987-08-12,74.574
1987-08-13,74.577
1987-08-14,74.588
1987-08-15,74.587
1987-08-16,74.595
1987-08-17,74.601
1987-08-18,74.617
1987-08-19,74.617
1987-08-20,74.611
1987-08-21,74.583
1987-08-22,74.626
1987-08-23,74.6
1987-08-24,74.588
1987-08-25,74.601
1987-08-26,74.513
1987-08-27,74.471
1987-08-28,74.466
1987-08-29,74.475
1987-08-30,74.488
1987-08-31,74.522
1987-09-01,74.526
1987-09-02,74.496
1987-09-03,74.48
1987-09-04,74.469
1987-09-05,74.474
1987-09-06,74.468
1987-09-07,74.457
1987-09-08,74.445
1987-09-09,74.483
1987-09-10,74.468
1987-09-11,74.445
1987-09-12,74.478
1987-09-13,74.481
1987-09-14,74.49
1987-09-15,74.475
1987-09-16,74.471
1987-09-17,74.407
1987-09-18,74.363
1987-09-19,74.415
1987-09-20,74.449
1987-09-21,74.438
1987-09-22,74.447
1987-09-23,74.498
1987-09-24,74.445
1987-09-25,74.467
1987-09-26,74.497
1987-09-27,74.438
1987-09-28,74.455
1987-09-29,74.464
1987-09-30,74.475
1987-10-01,74.439
1987-10-02,74.486
1987-10-03,74.44
1987-10-04,74.424
1987-10-05,74.435
1987-10-06,74.418
1987-10-07,74.463
1987-10-08,74.44
1987-10-09,74.446
1987-10-10,74.419
1987-10-11,74.382
1987-10-12,74.377
1987-10-13,74.373
1987-10-14,74.378
1987-10-15,74.364
1987-10-16,74.34
1987-10-17,74.369
1987-10-18,74.386
1987-10-19,74.348
1987-10-20,74.331
1987-10-21,74.326
1987-10-22,74.33
1987-10-23,74.368
1987-10-24,74.344
1987-10-25,74.423
1987-10-26,74.323
1987-10-27,74.366
1987-10-28,74.33
1987-10-29,74.323
1987-10-30,74.345
1987-10-31,74.309
1987-11-01,74.295
1987-11-02,74.272
1987-11-03,74.327
1987-11-04,74.345
1987-11-05,74.372
1987-11-06,74.328
1987-11-07,74.335
1987-11-08,74.343
1987-11-09,74.328
1987-11-10,74.266
1987-11-11,74.252
1987-11-12,74.296
1987-11-13,74.325
1987-11-14,74.315
1987-11-15,74.263
1987-11-16,74.281
1987-11-17,74.303
1987-11-18,74.438
1987-11-19,74.399
1987-11-20,74.332
1987-11-21,74.287
1987-11-22,74.281
1987-11-23,74.313
1987-11-24,74.34
1987-11-25,74.2
1987-11-26,74.258
1987-11-27,74.254
1987-11-28,74.226
1987-11-29,74.278
1987-11-30,74.392
1987-12-01,74.381
1987-12-02,74.42
1987-12-03,74.406
1987-12-04,74.369
1987-12-05,74.398
1987-12-06,74.39
1987-12-07,74.363
1987-12-08,74.367
1987-12-09,74.396
1987-12-10,74.438
1987-12-11,74.378
1987-12-12,74.406
1987-12-13,74.433
1987-12-14,74.405
1987-12-15,74.335
1987-12-16,74.448
1987-12-17,74.398
1987-12-18,74.41
1987-12-19,74.439
1987-12-20,74.476
1987-12-21,74.541
1987-12-22,74.472
1987-12-23,74.477
1987-12-24,74.415
1987-12-25,74.471
1987-12-26,74.425
1987-12-27,74.468
1987-12-28,74.358
1987-12-29,74.335
1987-12-30,74.384
1987-12-31,74.48
