"Date","IGLD.m"
1989-01-01,74.247
1989-01-02,74.359
1989-01-03,74.271
1989-01-04,74.278
1989-01-05,74.282
1989-01-06,74.228
1989-01-07,74.284
1989-01-08,74.475
1989-01-09,74.395
1989-01-10,74.369
1989-01-11,74.29
1989-01-12,74.382
1989-01-13,74.358
1989-01-14,74.346
1989-01-15,74.385
1989-01-16,74.339
1989-01-17,74.382
1989-01-18,74.311
1989-01-19,74.348
1989-01-20,74.341
1989-01-21,74.321
1989-01-22,74.364
1989-01-23,74.341
1989-01-24,74.315
1989-01-25,74.236
1989-01-26,74.369
1989-01-27,74.364
1989-01-28,74.373
1989-01-29,74.36
1989-01-30,74.385
1989-01-31,74.376
1989-02-01,74.349
1989-02-02,74.242
1989-02-03,74.348
1989-02-04,74.328
1989-02-05,74.362
1989-02-06,74.371
1989-02-07,74.372
1989-02-08,74.424
1989-02-09,74.362
1989-02-10,74.388
1989-02-11,74.378
1989-02-12,74.376
1989-02-13,74.327
1989-02-14,74.337
1989-02-15,74.305
1989-02-16,74.32
1989-02-17,74.292
1989-02-18,74.29
1989-02-19,74.317
1989-02-20,74.292
1989-02-21,74.284
1989-02-22,74.29
1989-02-23,74.246
1989-02-24,74.251
1989-02-25,74.267
1989-02-26,74.262
1989-02-27,74.286
1989-02-28,74.274
1989-03-01,74.334
1989-03-02,74.277
1989-03-03,74.215
1989-03-04,74.192
1989-03-05,74.256
1989-03-06,74.231
1989-03-07,74.171
1989-03-08,74.206
1989-03-09,74.235
1989-03-10,74.232
1989-03-11,74.232
1989-03-12,74.221
1989-03-13,74.232
1989-03-14,74.237
1989-03-15,74.308
1989-03-16,74.27
1989-03-17,74.234
1989-03-18,74.251
1989-03-19,74.291
1989-03-20,74.282
1989-03-21,74.311
1989-03-22,74.298
1989-03-23,74.287
1989-03-24,74.276
1989-03-25,74.296
1989-03-26,74.301
1989-03-27,74.309
1989-03-28,74.337
1989-03-29,74.323
1989-03-30,74.311
1989-03-31,74.369
1989-04-01,74.431
1989-04-02,74.437
1989-04-03,74.446
1989-04-04,74.471
1989-04-05,74.514
1989-04-06,74.545
1989-04-07,74.593
1989-04-08,74.563
1989-04-09,74.585
1989-04-10,74.62
1989-04-11,74.619
1989-04-12,74.606
1989-04-13,74.646
1989-04-14,74.615
1989-04-15,74.642
1989-04-16,74.64
1989-04-17,74.649
1989-04-18,74.661
1989-04-19,74.68
1989-04-20,74.692
1989-04-21,74.691
1989-04-22,74.668
1989-04-23,74.686
1989-04-24,74.717
1989-04-25,74.692
1989-04-26,74.695
1989-04-27,74.692
1989-04-28,74.679
