"Date","IGLD.m"
1990-01-01,74.461
1990-01-02,74.462
1990-01-03,74.417
1990-01-04,74.423
1990-01-05,74.414
1990-01-06,74.43
1990-01-07,74.435
1990-01-08,74.406
1990-01-09,74.396
1990-01-10,74.395
1990-01-11,74.421
1990-01-12,74.458
1990-01-13,74.438
1990-01-14,74.378
1990-01-15,74.411
1990-01-16,74.39
1990-01-17,74.39
1990-01-18,74.44
1990-01-19,74.426
1990-01-20,74.427
1990-01-21,74.369
1990-01-22,74.449
1990-01-23,74.433
1990-01-24,74.45
1990-01-25,74.41
1990-01-26,74.491
1990-01-27,74.443
1990-01-28,74.484
1990-01-29,74.401
1990-01-30,74.449
1990-01-31,74.446
1990-02-01,74.446
1990-02-02,74.38
1990-02-03,74.384
1990-02-04,74.417
1990-02-05,74.438
1990-02-06,74.451
1990-02-07,74.448
1990-02-08,74.447
1990-02-09,74.46
1990-02-10,74.489
1990-02-11,74.465
1990-02-12,74.461
1990-02-13,74.469
1990-02-14,74.451
1990-02-15,74.386
1990-02-16,74.477
1990-02-17,74.538
1990-02-18,74.51
1990-02-19,74.574
1990-02-20,74.511
1990-02-21,74.537
1990-02-22,74.518
1990-02-23,74.532
1990-02-24,74.505
1990-02-25,74.542
1990-02-26,74.545
1990-02-27,74.601
1990-02-28,74.577
1990-03-01,74.61
1990-03-02,74.597
1990-03-03,74.591
1990-03-04,74.567
1990-03-05,74.549
1990-03-06,74.528
1990-03-07,74.531
1990-03-08,74.525
1990-03-09,74.519
1990-03-10,74.533
1990-03-11,74.522
1990-03-12,74.539
1990-03-13,74.587
1990-03-14,74.588
1990-03-15,74.607
1990-03-16,74.622
1990-03-17,74.652
1990-03-18,74.703
1990-03-19,74.675
1990-03-20,74.711
1990-03-21,74.724
1990-03-22,74.713
1990-03-23,74.764
1990-03-24,74.734
1990-03-25,74.748
1990-03-26,74.74
1990-03-27,74.723
1990-03-28,74.727
1990-03-29,74.649
1990-03-30,74.672
1990-03-31,74.688
1990-04-01,74.683
1990-04-02,74.682
1990-04-03,74.703
1990-04-04,74.759
1990-04-05,74.829
1990-04-06,74.843
1990-04-07,74.826
1990-04-08,74.83
1990-04-09,74.794
1990-04-10,74.8
1990-04-11,74.836
1990-04-12,74.879
1990-04-13,74.862
1990-04-14,74.85
1990-04-15,74.89
1990-04-16,74.876
1990-04-17,74.939
1990-04-18,74.913
1990-04-19,74.886
1990-04-20,74.896
1990-04-21,74.895
1990-04-22,74.91
1990-04-23,74.896
1990-04-24,74.882
1990-04-25,74.913
1990-04-26,74.914
1990-04-27,74.912
1990-04-28,74.88
1990-04-29,74.88
1990-04-30,74.881
1990-05-01,74.914
1990-05-02,74.926
1990-05-03,74.896
1990-05-04,74.864
1990-05-05,74.849
1990-05-06,74.881
1990-05-07,74.894
1990-05-08,74.879
1990-05-09,74.899
1990-05-10,74.905
1990-05-11,75.029
1990-05-12,74.915
1990-05-13,74.897
1990-05-14,74.926
1990-05-15,74.928
1990-05-16,74.896
1990-05-17,74.968
1990-05-18,75.043
1990-05-19,75.02
1990-05-20,74.928
1990-05-21,74.961
1990-05-22,75.01
1990-05-23,74.998
1990-05-24,75.028
1990-05-25,75.034
1990-05-26,75.015
1990-05-27,75.024
1990-05-28,75.02
1990-05-29,74.971
1990-05-30,75.017
1990-05-31,75.055
1990-06-01,75.045
1990-06-02,75.019
1990-06-03,75.034
1990-06-04,75.063
1990-06-05,75.044
1990-06-06,75.027
1990-06-07,75.04
1990-06-08,74.999
1990-06-09,75.018
1990-06-10,75.031
1990-06-11,74.99
1990-06-12,75
1990-06-13,74.989
1990-06-14,74.988
1990-06-15,74.983
1990-06-16,74.972
1990-06-17,74.96
1990-06-18,74.992
1990-06-19,74.982
1990-06-20,74.963
1990-06-21,74.946
1990-06-22,74.945
1990-06-23,74.958
1990-06-24,75.004
1990-06-25,74.981
1990-06-26,74.969
1990-06-27,74.978
1990-06-28,74.942
1990-06-29,74.927
1990-06-30,74.936
1990-07-01,74.942
1990-07-02,74.939
1990-07-03,74.953
1990-07-04,74.974
1990-07-05,74.939
1990-07-06,74.912
1990-07-07,74.9
1990-07-08,74.897
1990-07-09,74.931
1990-07-10,74.918
1990-07-11,74.88
1990-07-12,74.848
1990-07-13,74.836
1990-07-14,74.821
1990-07-15,74.846
1990-07-16,74.873
1990-07-17,74.862
1990-07-18,74.865
1990-07-19,74.852
1990-07-20,74.857
1990-07-21,74.858
1990-07-22,74.839
1990-07-23,74.828
1990-07-24,74.837
1990-07-25,74.841
1990-07-26,74.827
1990-07-27,74.815
1990-07-28,74.805
1990-07-29,74.796
1990-07-30,74.797
1990-07-31,74.795
1990-08-01,74.784
1990-08-02,74.787
1990-08-03,74.79
1990-08-04,74.776
1990-08-05,74.788
1990-08-06,74.775
1990-08-07,74.769
1990-08-08,74.764
1990-08-09,74.756
1990-08-10,74.74
1990-08-11,74.737
1990-08-12,74.723
1990-08-13,74.726
1990-08-14,74.762
1990-08-15,74.777
1990-08-16,74.758
1990-08-17,74.758
1990-08-18,74.746
1990-08-19,74.627
1990-08-20,74.66
1990-08-21,74.666
1990-08-22,74.666
1990-08-23,74.668
1990-08-24,74.658
1990-08-25,74.67
1990-08-26,74.669
1990-08-27,74.681
1990-08-28,74.694
1990-08-29,74.705
1990-08-30,74.68
1990-08-31,74.679
1990-09-01,74.671
1990-09-02,74.644
1990-09-03,74.592
1990-09-04,74.61
1990-09-05,74.607
1990-09-06,74.603
1990-09-07,74.586
1990-09-08,74.561
1990-09-09,74.588
1990-09-10,74.591
1990-09-11,74.546
1990-09-12,74.566
1990-09-13,74.555
1990-09-14,74.578
1990-09-15,74.622
1990-09-16,74.555
1990-09-17,74.558
1990-09-18,74.552
1990-09-19,74.547
1990-09-20,74.543
1990-09-21,74.509
1990-09-22,74.561
1990-09-23,74.573
1990-09-24,74.578
1990-09-25,74.562
1990-09-26,74.539
1990-09-27,74.523
1990-09-28,74.513
1990-09-29,74.468
1990-09-30,74.515
1990-10-01,74.513
1990-10-02,74.536
1990-10-03,74.499
1990-10-04,74.558
1990-10-05,74.56
1990-10-06,74.546
1990-10-07,74.512
1990-10-08,74.446
1990-10-09,74.419
1990-10-10,74.391
1990-10-11,74.488
1990-10-12,74.487
1990-10-13,74.498
1990-10-14,74.502
1990-10-15,74.559
1990-10-16,74.526
1990-10-17,74.532
1990-10-18,74.583
1990-10-19,74.621
1990-10-20,74.517
1990-10-21,74.554
1990-10-22,74.542
1990-10-23,74.476
1990-10-24,74.512
1990-10-25,74.501
1990-10-26,74.477
1990-10-27,74.501
1990-10-28,74.559
1990-10-29,74.504
1990-10-30,74.51
1990-10-31,74.48
1990-11-01,74.476
1990-11-02,74.51
1990-11-03,74.5
1990-11-04,74.497
1990-11-05,74.373
1990-11-06,74.599
1990-11-07,74.509
1990-11-08,74.496
1990-11-09,74.491
1990-11-10,74.506
1990-11-11,74.587
1990-11-12,74.532
1990-11-13,74.527
1990-11-14,74.507
1990-11-15,74.535
1990-11-16,74.528
1990-11-17,74.469
1990-11-18,74.456
1990-11-19,74.464
1990-11-20,74.476
1990-11-21,74.451
1990-11-22,74.478
1990-11-23,74.491
1990-11-24,74.538
1990-11-25,74.569
1990-11-26,74.453
1990-11-27,74.501
1990-11-28,74.531
1990-11-29,74.537
1990-11-30,74.504
1990-12-01,74.525
1990-12-02,74.482
1990-12-03,74.35
1990-12-04,74.586
1990-12-05,74.559
1990-12-06,74.566
1990-12-07,74.523
1990-12-08,74.512
1990-12-09,74.523
1990-12-10,74.519
1990-12-11,74.465
1990-12-12,74.446
1990-12-13,74.54
1990-12-14,74.458
1990-12-15,74.458
1990-12-16,74.456
1990-12-17,74.458
1990-12-18,74.522
1990-12-19,74.5
1990-12-20,74.449
1990-12-21,74.51
1990-12-22,74.523
1990-12-23,74.571
1990-12-24,74.628
1990-12-25,74.671
1990-12-26,74.706
1990-12-27,74.602
1990-12-28,74.594
1990-12-29,74.666
1990-12-30,74.684
1990-12-31,74.686
