"Date","IGLD.m"
2003-01-01,74.144
2003-01-02,74.038
2003-01-03,74.096
2003-01-04,74.178
2003-01-05,74.206
2003-01-06,74.214
2003-01-07,74.251
2003-01-08,74.264
2003-01-09,74.185
2003-01-10,74.242
2003-01-11,74.316
2003-01-12,74.322
2003-01-13,74.376
2003-01-14,74.26
2003-01-15,74.272
2003-01-16,74.264
2003-01-17,74.237
2003-01-18,74.264
2003-01-19,74.286
2003-01-20,74.272
2003-01-21,74.214
2003-01-22,74.233
2003-01-23,74.208
2003-01-24,74.213
2003-01-25,74.245
2003-01-26,74.215
2003-01-27,74.184
2003-01-28,74.179
2003-01-29,74.192
2003-01-30,74.174
2003-01-31,74.161
2003-02-01,74.175
2003-02-02,74.213
2003-02-03,74.159
2003-02-04,74.251
2003-02-05,74.232
2003-02-06,74.211
2003-02-07,74.202
2003-02-08,74.239
2003-02-09,74.226
2003-02-10,74.209
2003-02-11,74.172
2003-02-12,74.207
2003-02-13,74.182
2003-02-14,74.182
2003-02-15,74.157
2003-02-16,74.123
2003-02-17,74.108
2003-02-18,74.142
2003-02-19,74.167
2003-02-20,74.164
2003-02-21,74.156
2003-02-22,74.106
2003-02-23,74.188
2003-02-24,74.162
2003-02-25,74.181
2003-02-26,74.169
2003-02-27,74.16
2003-02-28,74.165
2003-03-01,74.164
2003-03-02,74.203
2003-03-03,74.169
2003-03-04,74.172
2003-03-05,74.17
2003-03-06,74.16
2003-03-07,74.169
2003-03-08,74.175
2003-03-09,74.221
2003-03-10,74.211
2003-03-11,74.204
2003-03-12,74.203
2003-03-13,74.159
2003-03-14,74.165
2003-03-15,74.165
2003-03-16,74.17
2003-03-17,74.177
2003-03-18,74.167
2003-03-19,74.145
2003-03-20,74.185
2003-03-21,74.235
2003-03-22,74.277
2003-03-23,74.312
2003-03-24,74.317
2003-03-25,74.354
2003-03-26,74.388
2003-03-27,74.401
2003-03-28,74.39
2003-03-29,74.46
2003-03-30,74.458
2003-03-31,74.48
2003-04-01,74.469
2003-04-02,74.466
2003-04-03,74.434
2003-04-04,74.364
2003-04-05,74.55
2003-04-06,74.588
2003-04-07,74.511
2003-04-08,74.529
2003-04-09,74.575
2003-04-10,74.601
2003-04-11,74.598
2003-04-12,74.603
2003-04-13,74.611
2003-04-14,74.628
2003-04-15,74.657
2003-04-16,74.581
2003-04-17,74.511
2003-04-18,74.615
2003-04-19,74.63
2003-04-20,74.636
2003-04-21,74.659
2003-04-22,74.691
2003-04-23,74.705
2003-04-24,74.708
2003-04-25,74.679
2003-04-26,74.659
2003-04-27,74.697
2003-04-28,74.717
2003-04-29,74.722
2003-04-30,74.694
2003-05-01,74.701
2003-05-02,74.696
2003-05-03,74.712
2003-05-04,74.728
2003-05-05,74.714
2003-05-06,74.755
2003-05-07,74.765
2003-05-08,74.779
2003-05-09,74.761
2003-05-10,74.74
2003-05-11,74.757
2003-05-12,74.825
2003-05-13,74.859
2003-05-14,74.843
2003-05-15,74.81
2003-05-16,74.819
2003-05-17,74.838
2003-05-18,74.848
2003-05-19,74.853
2003-05-20,74.871
2003-05-21,74.874
2003-05-22,74.839
2003-05-23,74.858
2003-05-24,74.881
2003-05-25,74.916
2003-05-26,74.927
2003-05-27,74.943
2003-05-28,74.959
2003-05-29,74.968
2003-05-30,74.975
2003-05-31,74.94
2003-06-01,74.945
2003-06-02,74.993
2003-06-03,74.985
2003-06-04,74.964
2003-06-05,74.996
2003-06-06,75.013
2003-06-07,74.985
2003-06-08,74.977
2003-06-09,75.043
2003-06-10,74.998
2003-06-11,75.016
2003-06-12,74.985
2003-06-13,74.992
2003-06-14,75.034
2003-06-15,75.019
2003-06-16,75.004
2003-06-17,75.008
2003-06-18,75.023
2003-06-19,75.016
2003-06-20,75.001
2003-06-21,75.007
2003-06-22,75.012
2003-06-23,75.02
2003-06-24,75.011
2003-06-25,75.006
2003-06-26,74.996
2003-06-27,75.019
2003-06-28,74.985
2003-06-29,74.989
2003-06-30,75.006
2003-07-01,74.986
2003-07-02,74.965
2003-07-03,74.963
2003-07-04,74.962
2003-07-05,74.974
2003-07-06,74.967
2003-07-07,74.943
2003-07-08,74.975
2003-07-09,74.936
2003-07-10,74.903
2003-07-11,74.978
2003-07-12,75.035
2003-07-13,74.976
2003-07-14,74.944
2003-07-15,74.94
2003-07-16,74.994
2003-07-17,74.981
2003-07-18,74.957
2003-07-19,74.962
2003-07-20,74.946
2003-07-21,74.942
2003-07-22,74.928
2003-07-23,74.926
2003-07-24,74.928
2003-07-25,74.947
2003-07-26,74.962
2003-07-27,74.979
2003-07-28,74.944
2003-07-29,74.944
2003-07-30,74.928
2003-07-31,74.904
2003-08-01,74.904
2003-08-02,74.891
2003-08-03,74.89
2003-08-04,74.907
2003-08-05,74.9
2003-08-06,74.912
2003-08-07,74.902
2003-08-08,74.894
2003-08-09,74.88
2003-08-10,74.888
2003-08-11,74.884
2003-08-12,74.876
2003-08-13,74.896
2003-08-14,74.905
2003-08-15,74.89
2003-08-16,74.858
2003-08-17,74.823
2003-08-18,74.841
2003-08-19,74.855
2003-08-20,74.851
2003-08-21,74.842
2003-08-22,74.871
2003-08-23,74.835
2003-08-24,74.829
2003-08-25,74.836
2003-08-26,74.83
2003-08-27,74.83
2003-08-28,74.782
2003-08-29,74.813
2003-08-30,74.772
2003-08-31,74.761
2003-09-01,74.748
2003-09-02,74.717
2003-09-03,74.716
2003-09-04,74.732
2003-09-05,74.693
2003-09-06,74.697
2003-09-07,74.673
2003-09-08,74.632
2003-09-09,74.603
2003-09-10,74.624
2003-09-11,74.622
2003-09-12,74.606
2003-09-13,74.594
2003-09-14,74.593
2003-09-15,74.616
2003-09-16,74.629
2003-09-17,74.598
2003-09-18,74.567
2003-09-19,74.545
2003-09-20,74.617
2003-09-21,74.566
2003-09-22,74.552
2003-09-23,74.628
2003-09-24,74.592
2003-09-25,74.625
2003-09-26,74.548
2003-09-27,74.597
2003-09-28,74.598
2003-09-29,74.61
2003-09-30,74.615
2003-10-01,74.6
2003-10-02,74.605
2003-10-03,74.614
2003-10-04,74.641
2003-10-05,74.61
2003-10-06,74.563
2003-10-07,74.567
2003-10-08,74.554
2003-10-09,74.53
2003-10-10,74.507
2003-10-11,74.5
2003-10-12,74.513
2003-10-13,74.511
2003-10-14,74.492
2003-10-15,74.645
2003-10-16,74.595
2003-10-17,74.538
2003-10-18,74.513
2003-10-19,74.484
2003-10-20,74.5
2003-10-21,74.488
2003-10-22,74.464
2003-10-23,74.473
2003-10-24,74.473
2003-10-25,74.483
2003-10-26,74.475
2003-10-27,74.48
2003-10-28,74.479
2003-10-29,74.494
2003-10-30,74.506
2003-10-31,74.503
2003-11-01,74.515
2003-11-02,74.476
2003-11-03,74.477
2003-11-04,74.385
2003-11-05,74.521
2003-11-06,74.501
2003-11-07,74.574
2003-11-08,74.515
2003-11-09,74.513
2003-11-10,74.509
2003-11-11,74.52
2003-11-12,74.492
2003-11-13,74.725
2003-11-14,74.559
2003-11-15,74.508
2003-11-16,74.47
2003-11-17,74.462
2003-11-18,74.476
2003-11-19,74.549
2003-11-20,74.541
2003-11-21,74.545
2003-11-22,74.482
2003-11-23,74.5
2003-11-24,74.596
2003-11-25,74.597
2003-11-26,74.559
2003-11-27,74.517
2003-11-28,74.536
2003-11-29,74.714
2003-11-30,74.677
2003-12-01,74.694
2003-12-02,74.59
2003-12-03,74.601
2003-12-04,74.579
2003-12-05,74.502
2003-12-06,74.473
2003-12-07,74.505
2003-12-08,74.538
2003-12-09,74.516
2003-12-10,74.519
2003-12-11,74.618
2003-12-12,74.609
2003-12-13,74.563
2003-12-14,74.521
2003-12-15,74.588
2003-12-16,74.578
2003-12-17,74.638
2003-12-18,74.676
2003-12-19,74.625
2003-12-20,74.61
2003-12-21,74.683
2003-12-22,74.656
2003-12-23,74.617
2003-12-24,74.647
2003-12-25,74.66
2003-12-26,74.719
2003-12-27,74.656
2003-12-28,74.647
2003-12-29,74.66
2003-12-30,74.747
2003-12-31,74.728
