"Date","IGLD.m"
1991-01-01,74.749
1991-01-02,74.752
1991-01-03,74.751
1991-01-04,74.822
1991-01-05,74.759
1991-01-06,74.762
1991-01-07,74.725
1991-01-08,74.692
1991-01-09,74.817
1991-01-10,74.767
1991-01-11,74.666
1991-01-12,74.768
1991-01-13,74.816
1991-01-14,74.841
1991-01-15,74.821
1991-01-16,74.808
1991-01-17,74.885
1991-01-18,74.953
1991-01-19,74.896
1991-01-20,74.865
1991-01-21,74.833
1991-01-22,74.873
1991-01-23,74.951
1991-01-24,74.915
1991-01-25,74.895
1991-01-26,74.909
1991-01-27,74.915
1991-01-28,74.902
1991-01-29,74.842
1991-01-30,74.872
1991-01-31,74.958
1991-02-01,74.899
1991-02-02,74.947
1991-02-03,74.941
1991-02-04,74.93
1991-02-05,74.925
1991-02-06,74.914
1991-02-07,74.924
1991-02-08,74.947
1991-02-09,74.95
1991-02-10,74.945
1991-02-11,74.936
1991-02-12,74.923
1991-02-13,74.902
1991-02-14,74.889
1991-02-15,74.98
1991-02-16,74.945
1991-02-17,74.941
1991-02-18,74.86
1991-02-19,74.89
1991-02-20,74.931
1991-02-21,74.906
1991-02-22,74.943
1991-02-23,74.87
1991-02-24,74.888
1991-02-25,74.856
1991-02-26,74.869
1991-02-27,74.881
1991-02-28,74.863
1991-03-01,74.85
1991-03-02,74.864
1991-03-03,74.818
1991-03-04,74.87
1991-03-05,74.937
1991-03-06,74.934
1991-03-07,75.078
1991-03-08,75.002
1991-03-09,74.985
1991-03-10,74.979
1991-03-11,74.967
1991-03-12,74.983
1991-03-13,74.964
1991-03-14,74.938
1991-03-15,74.953
1991-03-16,74.973
1991-03-17,74.947
1991-03-18,74.927
1991-03-19,74.978
1991-03-20,74.955
1991-03-21,74.883
1991-03-22,74.858
1991-03-23,74.894
1991-03-24,74.973
1991-03-25,74.959
1991-03-26,74.936
1991-03-27,74.949
1991-03-28,75.121
1991-03-29,75.029
1991-03-30,75.001
1991-03-31,74.992
1991-04-01,74.997
1991-04-02,75.028
1991-04-03,74.998
1991-04-04,74.989
1991-04-05,74.995
1991-04-06,75
1991-04-07,75.014
1991-04-08,75.002
1991-04-09,75.002
1991-04-10,75.143
1991-04-11,75.166
1991-04-12,75.119
1991-04-13,75.089
1991-04-14,75.084
1991-04-15,75.117
1991-04-16,75.17
1991-04-17,75.138
1991-04-18,75.133
1991-04-19,75.114
1991-04-20,75.095
1991-04-21,75.042
1991-04-22,75.193
1991-04-23,75.242
1991-04-24,75.247
1991-04-25,75.243
1991-04-26,75.24
1991-04-27,75.253
1991-04-28,75.193
1991-04-29,75.208
1991-04-30,75.242
1991-05-01,75.256
1991-05-02,75.283
1991-05-03,75.273
1991-05-04,75.224
1991-05-05,75.196
1991-05-06,75.23
1991-05-07,75.284
1991-05-08,75.259
1991-05-09,75.229
1991-05-10,75.225
1991-05-11,75.215
1991-05-12,75.22
1991-05-13,75.204
1991-05-14,75.181
1991-05-15,75.172
1991-05-16,75.165
1991-05-17,75.144
1991-05-18,75.144
1991-05-19,75.152
1991-05-20,75.154
1991-05-21,75.165
1991-05-22,75.155
1991-05-23,75.144
1991-05-24,75.152
1991-05-25,75.146
1991-05-26,75.122
1991-05-27,75.163
1991-05-28,75.171
1991-05-29,75.156
1991-05-30,75.157
1991-05-31,75.177
1991-06-01,75.168
1991-06-02,75.165
1991-06-03,75.152
1991-06-04,75.127
1991-06-05,75.131
1991-06-06,75.134
1991-06-07,75.145
1991-06-08,75.142
1991-06-09,75.12
1991-06-10,75.14
1991-06-11,75.14
1991-06-12,75.148
1991-06-13,75.134
1991-06-14,75.127
1991-06-15,75.125
1991-06-16,75.138
1991-06-17,75.107
1991-06-18,75.099
1991-06-19,75.106
1991-06-20,75.118
1991-06-21,75.086
1991-06-22,75.043
1991-06-23,75.038
1991-06-24,75.039
1991-06-25,75.033
1991-06-26,75.04
1991-06-27,75.05
1991-06-28,75.064
1991-06-29,74.99
1991-06-30,74.979
1991-07-01,74.986
1991-07-02,74.968
1991-07-03,74.962
1991-07-04,74.946
1991-07-05,74.984
1991-07-06,75.002
1991-07-07,75.014
1991-07-08,75.04
1991-07-09,75.027
1991-07-10,75.021
1991-07-11,75.02
1991-07-12,75.001
1991-07-13,74.983
1991-07-14,74.987
1991-07-15,74.985
1991-07-16,74.99
1991-07-17,74.997
1991-07-18,74.977
1991-07-19,74.975
1991-07-20,74.978
1991-07-21,74.962
1991-07-22,74.936
1991-07-23,74.994
1991-07-24,74.983
1991-07-25,74.955
1991-07-26,74.966
1991-07-27,74.931
1991-07-28,74.912
1991-07-29,74.876
1991-07-30,74.901
1991-07-31,74.92
1991-08-01,74.91
1991-08-02,74.909
1991-08-03,74.875
1991-08-04,74.883
1991-08-05,74.873
1991-08-06,74.858
1991-08-07,74.85
1991-08-08,74.829
1991-08-09,74.734
1991-08-10,74.776
1991-08-11,74.768
1991-08-12,74.75
1991-08-13,74.751
1991-08-14,74.748
1991-08-15,74.768
1991-08-16,74.753
1991-08-17,74.764
1991-08-18,74.767
1991-08-19,74.672
1991-08-20,74.655
1991-08-21,74.684
1991-08-22,74.707
1991-08-23,74.668
1991-08-24,74.631
1991-08-25,74.63
1991-08-26,74.661
1991-08-27,74.665
1991-08-28,74.657
1991-08-29,74.629
1991-08-30,74.647
1991-08-31,74.598
1991-09-01,74.56
1991-09-02,74.56
1991-09-03,74.579
1991-09-04,74.583
1991-09-05,74.562
1991-09-06,74.549
1991-09-07,74.547
1991-09-08,74.537
1991-09-09,74.524
1991-09-10,74.568
1991-09-11,74.509
1991-09-12,74.501
1991-09-13,74.489
1991-09-14,74.474
1991-09-15,74.515
1991-09-16,74.527
1991-09-17,74.551
1991-09-18,74.521
1991-09-19,74.524
1991-09-20,74.503
1991-09-21,74.486
1991-09-22,74.481
1991-09-23,74.565
1991-09-24,74.454
1991-09-25,74.413
1991-09-26,74.496
1991-09-27,74.523
1991-09-28,74.471
1991-09-29,74.456
1991-09-30,74.423
1991-10-01,74.442
1991-10-02,74.429
1991-10-03,74.412
1991-10-04,74.37
1991-10-05,74.419
1991-10-06,74.462
1991-10-07,74.462
1991-10-08,74.43
1991-10-09,74.438
1991-10-10,74.413
1991-10-11,74.375
1991-10-12,74.38
1991-10-13,74.377
1991-10-14,74.351
1991-10-15,74.403
1991-10-16,74.387
1991-10-17,74.365
1991-10-18,74.382
1991-10-19,74.359
1991-10-20,74.356
1991-10-21,74.364
1991-10-22,74.357
1991-10-23,74.334
1991-10-24,74.341
1991-10-25,74.341
1991-10-26,74.327
1991-10-27,74.33
1991-10-28,74.239
1991-10-29,74.228
1991-10-30,74.233
1991-10-31,74.22
1991-11-01,74.204
1991-11-02,74.325
1991-11-03,74.318
1991-11-04,74.287
1991-11-05,74.26
1991-11-06,74.317
1991-11-07,74.226
1991-11-08,74.242
1991-11-09,74.232
1991-11-10,74.192
1991-11-11,74.144
1991-11-12,74.224
1991-11-13,74.256
1991-11-14,74.243
1991-11-15,74.278
1991-11-16,74.239
1991-11-17,74.222
1991-11-18,74.216
1991-11-19,74.24
1991-11-20,74.245
1991-11-21,74.238
1991-11-22,74.204
1991-11-23,74.212
1991-11-24,74.288
1991-11-25,74.379
1991-11-26,74.262
1991-11-27,74.257
1991-11-28,74.293
1991-11-29,74.211
1991-11-30,74.286
1991-12-01,74.294
1991-12-02,74.208
1991-12-03,74.184
1991-12-04,74.268
1991-12-05,74.23
1991-12-06,74.223
1991-12-07,74.307
1991-12-08,74.254
1991-12-09,74.296
1991-12-10,74.269
1991-12-11,74.317
1991-12-12,74.277
1991-12-13,74.321
1991-12-14,74.334
1991-12-15,74.38
1991-12-16,74.282
1991-12-17,74.249
1991-12-18,74.262
1991-12-19,74.293
1991-12-20,74.305
1991-12-21,74.354
1991-12-22,74.353
1991-12-23,74.323
1991-12-24,74.254
1991-12-25,74.269
1991-12-26,74.302
1991-12-27,74.278
1991-12-28,74.3
1991-12-29,74.224
1991-12-30,74.211
1991-12-31,74.259
