"Date","IGLD.m"
2012-01-01,74.586
2012-01-02,74.683
2012-01-03,74.574
2012-01-04,74.603
2012-01-05,74.594
2012-01-06,74.598
2012-01-07,74.606
2012-01-08,74.586
2012-01-09,74.62
2012-01-10,74.614
2012-01-11,74.517
2012-01-12,74.533
2012-01-13,74.729
2012-01-14,74.631
2012-01-15,74.646
2012-01-16,74.694
2012-01-17,74.725
2012-01-18,74.74
2012-01-19,74.757
2012-01-20,74.72
2012-01-21,74.686
2012-01-22,74.694
2012-01-23,74.742
2012-01-24,74.837
2012-01-25,74.769
2012-01-26,74.724
2012-01-27,74.782
2012-01-28,74.867
2012-01-29,74.883
2012-01-30,74.833
2012-01-31,74.805
2012-02-01,74.872
2012-02-02,74.825
2012-02-03,74.87
2012-02-04,74.844
2012-02-05,74.868
2012-02-06,74.931
2012-02-07,74.854
2012-02-08,74.872
2012-02-09,74.902
2012-02-10,74.893
2012-02-11,74.782
2012-02-12,74.837
2012-02-13,74.916
2012-02-14,74.856
2012-02-15,74.839
2012-02-16,74.815
2012-02-17,74.866
2012-02-18,74.818
2012-02-19,74.816
2012-02-20,74.795
2012-02-21,74.799
2012-02-22,74.838
2012-02-23,74.813
2012-02-24,74.787
2012-02-25,74.904
2012-02-26,74.809
2012-02-27,74.83
2012-02-28,74.809
2012-02-29,74.717
2012-03-01,74.774
2012-03-02,74.763
2012-03-03,74.962
2012-03-04,74.826
2012-03-05,74.804
2012-03-06,74.774
2012-03-07,74.816
2012-03-08,74.853
2012-03-09,74.85
2012-03-10,74.805
2012-03-11,74.818
2012-03-12,74.778
2012-03-13,74.806
2012-03-14,74.797
2012-03-15,74.749
2012-03-16,74.781
2012-03-17,74.782
2012-03-18,74.799
2012-03-19,74.801
2012-03-20,74.797
2012-03-21,74.801
2012-03-22,74.807
2012-03-23,74.785
2012-03-24,74.747
2012-03-25,74.815
2012-03-26,74.789
2012-03-27,74.784
2012-03-28,74.83
2012-03-29,74.821
2012-03-30,74.788
2012-03-31,74.773
2012-04-01,74.8
2012-04-02,74.802
2012-04-03,74.791
2012-04-04,74.796
2012-04-05,74.776
2012-04-06,74.775
2012-04-07,74.786
2012-04-08,74.804
2012-04-09,74.853
2012-04-10,74.825
2012-04-11,74.782
2012-04-12,74.775
2012-04-13,74.781
2012-04-14,74.756
2012-04-15,74.744
2012-04-16,74.755
2012-04-17,74.781
2012-04-18,74.724
2012-04-19,74.722
2012-04-20,74.693
2012-04-21,74.7
2012-04-22,74.644
2012-04-23,74.642
2012-04-24,74.809
2012-04-25,74.771
2012-04-26,74.752
2012-04-27,74.753
2012-04-28,74.753
2012-04-29,74.749
2012-04-30,74.721
2012-05-01,74.752
2012-05-02,74.73
2012-05-03,74.745
2012-05-04,74.747
2012-05-05,74.722
2012-05-06,74.729
2012-05-07,74.726
2012-05-08,74.779
2012-05-09,74.789
2012-05-10,74.793
2012-05-11,74.802
2012-05-12,74.796
2012-05-13,74.789
2012-05-14,74.779
2012-05-15,74.778
2012-05-16,74.802
2012-05-17,74.79
2012-05-18,74.77
2012-05-19,74.767
2012-05-20,74.764
2012-05-21,74.758
2012-05-22,74.763
2012-05-23,74.751
2012-05-24,74.746
2012-05-25,74.767
2012-05-26,74.769
2012-05-27,74.735
2012-05-28,74.744
2012-05-29,74.775
2012-05-30,74.775
2012-05-31,74.755
2012-06-01,74.685
2012-06-02,74.776
2012-06-03,74.784
2012-06-04,74.719
2012-06-05,74.747
2012-06-06,74.755
2012-06-07,74.761
2012-06-08,74.779
2012-06-09,74.761
2012-06-10,74.758
2012-06-11,74.755
