"Date","IGLD.m"
1986-01-24,74.767
1986-01-25,74.828
1986-01-26,74.827
1986-01-27,74.829
1986-01-28,74.866
1986-01-29,74.839
1986-01-30,74.847
1986-01-31,74.836
1986-02-01,74.777
1986-02-02,74.83
1986-02-03,74.794
1986-02-04,74.769
1986-02-05,74.817
1986-02-06,74.762
1986-02-07,74.746
1986-02-08,74.806
1986-02-09,74.819
1986-02-10,74.837
1986-02-11,74.823
1986-02-12,74.826
1986-02-13,74.85
1986-02-14,74.825
1986-02-15,74.822
1986-02-16,74.792
1986-02-17,74.764
1986-02-18,74.775
1986-02-19,74.774
1986-02-20,74.791
1986-02-21,74.797
1986-02-22,74.783
1986-02-23,74.826
1986-02-24,74.822
1986-02-25,74.821
1986-02-26,74.815
1986-02-27,74.82
1986-02-28,74.821
1986-03-01,74.836
1986-03-02,74.815
1986-03-03,74.797
1986-03-04,74.799
1986-03-05,74.797
1986-03-06,74.777
1986-03-07,74.878
1986-03-08,74.807
1986-03-09,74.783
1986-03-10,74.78
1986-03-11,74.858
1986-03-12,74.804
1986-03-13,74.797
1986-03-14,74.839
1986-03-15,74.88
1986-03-16,74.903
1986-03-17,74.906
1986-03-18,74.897
1986-03-19,74.982
1986-03-20,74.951
1986-03-21,74.971
1986-03-22,74.984
1986-03-23,74.991
1986-03-24,74.983
1986-03-25,74.985
1986-03-26,75.019
1986-03-27,75.019
1986-03-28,75.028
1986-03-29,75.037
1986-03-30,75.057
1986-03-31,75.048
1986-04-01,75.067
1986-04-02,75.082
1986-04-03,75.046
1986-04-04,75.04
1986-04-05,75.017
1986-04-06,75.085
1986-04-07,75.111
1986-04-08,75.158
1986-04-09,75.143
1986-04-10,75.157
1986-04-11,75.139
1986-04-12,75.165
1986-04-13,75.16
1986-04-14,75.126
1986-04-15,75.093
1986-04-16,75.109
1986-04-17,75.108
1986-04-18,75.125
1986-04-19,75.131
1986-04-20,75.144
1986-04-21,75.185
1986-04-22,75.158
1986-04-23,75.136
1986-04-24,75.156
1986-04-25,75.147
1986-04-26,75.134
1986-04-27,75.134
1986-04-28,75.125
1986-04-29,75.156
1986-04-30,75.145
1986-05-01,75.162
1986-05-02,75.199
1986-05-03,75.137
1986-05-04,75.128
1986-05-05,75.145
1986-05-06,75.115
1986-05-07,75.148
1986-05-08,75.102
1986-05-09,75.08
1986-05-10,75.09
1986-05-11,75.069
1986-05-12,75.026
1986-05-13,75.043
1986-05-14,75.051
1986-05-15,75.054
1986-05-16,75.068
1986-05-17,75.08
1986-05-18,75.064
1986-05-19,75.031
1986-05-20,75.061
1986-05-21,75.107
1986-05-22,75.116
1986-05-23,75.13
1986-05-24,75.134
1986-05-25,75.139
1986-05-26,75.128
1986-05-27,75.142
1986-05-28,75.151
1986-05-29,75.163
1986-05-30,75.139
1986-05-31,75.114
1986-06-01,75.112
1986-06-02,75.108
1986-06-03,75.121
1986-06-04,75.135
1986-06-05,75.098
1986-06-06,75.094
1986-06-07,75.103
1986-06-08,75.162
1986-06-09,75.141
1986-06-10,75.125
1986-06-11,75.119
1986-06-12,75.102
1986-06-13,75.19
1986-06-14,75.171
1986-06-15,75.162
1986-06-16,75.196
1986-06-17,75.193
1986-06-18,75.216
1986-06-19,75.193
1986-06-20,75.182
1986-06-21,75.181
1986-06-22,75.185
1986-06-23,75.226
1986-06-24,75.214
1986-06-25,75.209
1986-06-26,75.194
1986-06-27,75.211
1986-06-28,75.208
1986-06-29,75.218
1986-06-30,75.202
1986-07-01,75.178
1986-07-02,75.188
1986-07-03,75.193
1986-07-04,75.188
1986-07-05,75.205
1986-07-06,75.185
1986-07-07,75.191
1986-07-08,75.194
1986-07-09,75.18
1986-07-10,75.151
1986-07-11,75.13
1986-07-12,75.111
1986-07-13,75.13
1986-07-14,75.177
1986-07-15,75.165
1986-07-16,75.149
1986-07-17,75.144
1986-07-18,75.137
1986-07-19,75.134
1986-07-20,75.146
1986-07-21,75.117
1986-07-22,75.116
1986-07-23,75.12
1986-07-24,75.111
1986-07-25,75.117
1986-07-26,75.104
1986-07-27,75.077
1986-07-28,75.086
1986-07-29,75.102
1986-07-30,75.074
1986-07-31,75.073
1986-08-01,75.094
1986-08-02,75.11
1986-08-03,75.125
1986-08-04,75.114
1986-08-05,75.118
1986-08-06,75.109
1986-08-07,75.094
1986-08-08,75.107
1986-08-09,75.131
1986-08-10,75.117
1986-08-11,75.176
1986-08-12,75.136
1986-08-13,75.117
1986-08-14,75.095
1986-08-15,75.11
1986-08-16,75.115
1986-08-17,75.098
1986-08-18,75.062
1986-08-19,75.03
1986-08-20,75.028
1986-08-21,75.051
1986-08-22,75
1986-08-23,75.05
1986-08-24,75.045
1986-08-25,75.017
1986-08-26,75.02
1986-08-27,75.08
1986-08-28,75.053
1986-08-29,75.057
1986-08-30,75.051
1986-08-31,75.007
1986-09-01,74.985
1986-09-02,74.969
1986-09-03,74.927
1986-09-04,74.954
1986-09-05,74.973
1986-09-06,74.951
1986-09-07,74.925
1986-09-08,74.918
1986-09-09,74.928
1986-09-10,74.9
1986-09-11,74.962
1986-09-12,75.01
1986-09-13,75.003
1986-09-14,74.963
1986-09-15,74.935
1986-09-16,74.932
1986-09-17,74.914
1986-09-18,74.929
1986-09-19,74.908
1986-09-20,74.874
1986-09-21,74.891
1986-09-22,74.892
1986-09-23,74.947
1986-09-24,74.941
1986-09-25,74.92
1986-09-26,74.913
1986-09-27,74.848
1986-09-28,74.884
1986-09-29,74.93
1986-09-30,74.97
1986-10-01,74.967
1986-10-02,74.964
1986-10-03,74.978
1986-10-04,74.97
1986-10-05,75.01
1986-10-06,75.041
1986-10-07,75.02
1986-10-08,75.064
1986-10-09,75.002
1986-10-10,74.972
1986-10-11,75.004
1986-10-12,74.988
1986-10-13,74.997
1986-10-14,75.041
1986-10-15,75.043
1986-10-16,74.996
1986-10-17,74.958
1986-10-18,74.975
1986-10-19,75
1986-10-20,74.994
1986-10-21,75.005
1986-10-22,74.999
1986-10-23,74.997
1986-10-24,74.956
1986-10-25,74.949
1986-10-26,74.938
1986-10-27,74.954
1986-10-28,74.967
1986-10-29,74.99
1986-10-30,74.942
1986-10-31,74.941
1986-11-01,74.995
1986-11-02,74.959
1986-11-03,74.964
1986-11-04,74.936
1986-11-05,74.885
1986-11-06,74.91
1986-11-07,74.901
1986-11-08,74.904
1986-11-09,74.993
1986-11-10,74.937
1986-11-11,74.913
1986-11-12,74.91
1986-11-13,74.904
1986-11-14,74.942
1986-11-15,74.919
1986-11-16,74.862
1986-11-17,74.877
1986-11-18,74.793
1986-11-19,74.77
1986-11-20,74.751
1986-11-21,74.784
1986-11-22,74.786
1986-11-23,74.817
1986-11-24,74.867
1986-11-25,74.795
1986-11-26,74.782
1986-11-27,74.807
1986-11-28,74.834
1986-11-29,74.821
1986-11-30,74.753
1986-12-01,74.713
1986-12-02,74.715
1986-12-03,74.852
1986-12-04,74.969
1986-12-05,74.896
1986-12-06,74.918
1986-12-07,74.868
1986-12-08,74.728
1986-12-09,74.779
1986-12-10,74.941
1986-12-11,74.876
1986-12-12,74.911
1986-12-13,74.854
1986-12-14,74.93
1986-12-15,74.88
1986-12-16,74.846
1986-12-17,74.813
1986-12-18,74.845
1986-12-19,74.869
1986-12-20,74.844
1986-12-21,74.846
1986-12-22,74.915
1986-12-23,74.913
