"Date","IGLD.m"
1994-01-01,74.524
1994-01-02,74.454
1994-01-03,74.361
1994-01-04,74.33
1994-01-05,74.459
1994-01-06,74.369
1994-01-07,74.336
1994-01-08,74.458
1994-01-09,74.472
1994-01-10,74.431
1994-01-11,74.471
1994-01-12,74.424
1994-01-13,74.447
1994-01-14,74.43
1994-01-15,74.449
1994-01-16,74.423
1994-01-17,74.463
1994-01-18,74.488
1994-01-19,74.48
1994-01-20,74.47
1994-01-21,74.47
1994-01-22,74.443
1994-01-23,74.386
1994-01-24,74.415
1994-01-25,74.34
1994-01-26,74.282
1994-01-27,74.314
1994-01-28,74.431
1994-01-29,74.41
1994-01-30,74.387
1994-01-31,74.395
1994-02-01,74.416
1994-02-02,74.408
1994-02-03,74.445
1994-02-04,74.423
1994-02-05,74.42
1994-02-06,74.386
1994-02-07,74.398
1994-02-08,74.325
1994-02-09,74.341
1994-02-10,74.356
1994-02-11,74.34
1994-02-12,74.335
1994-02-13,74.398
1994-02-14,74.387
1994-02-15,74.357
1994-02-16,74.369
1994-02-17,74.358
1994-02-18,74.34
1994-02-19,74.341
1994-02-20,74.349
1994-02-21,74.369
1994-02-22,74.353
1994-02-23,74.261
1994-02-24,74.397
1994-02-25,74.398
1994-02-26,74.375
1994-02-27,74.396
1994-02-28,74.371
1994-03-01,74.364
1994-03-02,74.329
1994-03-03,74.34
1994-03-04,74.374
1994-03-05,74.376
1994-03-06,74.349
1994-03-07,74.365
1994-03-08,74.394
1994-03-09,74.338
1994-03-10,74.372
1994-03-11,74.382
1994-03-12,74.366
1994-03-13,74.381
1994-03-14,74.376
1994-03-15,74.388
1994-03-16,74.434
1994-03-17,74.421
1994-03-18,74.41
1994-03-19,74.455
1994-03-20,74.416
1994-03-21,74.384
1994-03-22,74.451
1994-03-23,74.434
1994-03-24,74.434
1994-03-25,74.492
1994-03-26,74.467
1994-03-27,74.456
1994-03-28,74.499
1994-03-29,74.494
1994-03-30,74.528
1994-03-31,74.551
1994-04-01,74.531
1994-04-02,74.523
1994-04-03,74.58
1994-04-04,74.581
1994-04-05,74.582
1994-04-06,74.557
1994-04-07,74.619
1994-04-08,74.642
1994-04-09,74.653
1994-04-10,74.692
1994-04-11,74.686
1994-04-12,74.664
1994-04-13,74.708
1994-04-14,74.766
1994-04-15,74.747
1994-04-16,74.835
1994-04-17,74.888
1994-04-18,74.85
1994-04-19,74.886
1994-04-20,74.881
1994-04-21,74.866
1994-04-22,74.872
1994-04-23,74.873
1994-04-24,74.883
1994-04-25,74.824
1994-04-26,74.85
1994-04-27,74.888
1994-04-28,74.835
1994-04-29,74.864
1994-04-30,74.884
1994-05-01,74.951
1994-05-02,74.935
1994-05-03,74.918
1994-05-04,74.897
1994-05-05,74.914
1994-05-06,74.946
1994-05-07,74.921
1994-05-08,74.925
1994-05-09,74.953
1994-05-10,74.963
1994-05-11,74.946
1994-05-12,74.992
1994-05-13,74.961
1994-05-14,74.953
1994-05-15,74.925
1994-05-16,74.987
1994-05-17,74.963
1994-05-18,74.956
1994-05-19,74.941
1994-05-20,74.959
1994-05-21,74.965
1994-05-22,74.966
1994-05-23,74.957
1994-05-24,74.954
1994-05-25,74.942
1994-05-26,74.88
1994-05-27,74.966
1994-05-28,74.976
1994-05-29,74.968
1994-05-30,74.969
1994-05-31,74.988
1994-06-01,75.014
1994-06-02,75.007
1994-06-03,74.99
1994-06-04,74.984
1994-06-05,74.965
1994-06-06,74.952
1994-06-07,74.976
1994-06-08,74.951
1994-06-09,74.971
1994-06-10,74.934
1994-06-11,74.919
1994-06-12,74.936
1994-06-13,74.93
1994-06-14,74.931
1994-06-15,74.913
1994-06-16,74.909
1994-06-17,74.91
1994-06-18,74.914
1994-06-19,74.889
1994-06-20,74.878
1994-06-21,74.92
1994-06-22,74.905
1994-06-23,74.88
1994-06-24,74.849
1994-06-25,74.894
1994-06-26,74.931
1994-06-27,74.894
1994-06-28,74.924
1994-06-29,74.906
1994-06-30,74.93
1994-07-01,74.923
1994-07-02,74.937
1994-07-03,74.9
1994-07-04,74.89
1994-07-05,74.911
1994-07-06,74.903
1994-07-07,74.9
1994-07-08,74.894
1994-07-09,74.933
1994-07-10,74.944
1994-07-11,74.93
1994-07-12,74.937
1994-07-13,74.927
1994-07-14,74.88
1994-07-15,74.887
1994-07-16,74.902
1994-07-17,74.879
1994-07-18,74.872
1994-07-19,74.874
1994-07-20,74.855
1994-07-21,74.859
1994-07-22,74.872
1994-07-23,74.887
1994-07-24,74.874
1994-07-25,74.863
1994-07-26,74.882
1994-07-27,74.86
1994-07-28,74.849
1994-07-29,74.852
1994-07-30,74.848
1994-07-31,74.85
1994-08-01,74.85
1994-08-02,74.832
1994-08-03,74.824
1994-08-04,74.844
1994-08-05,74.806
1994-08-06,74.809
1994-08-07,74.802
1994-08-08,74.801
1994-08-09,74.818
1994-08-10,74.797
1994-08-11,74.795
1994-08-12,74.78
1994-08-13,74.804
1994-08-14,74.863
1994-08-15,74.871
1994-08-16,74.829
1994-08-17,74.813
1994-08-18,74.79
1994-08-19,74.777
1994-08-20,74.788
1994-08-21,74.792
1994-08-22,74.741
1994-08-23,74.746
1994-08-24,74.745
1994-08-25,74.782
1994-08-26,74.77
1994-08-27,74.767
1994-08-28,74.803
1994-08-29,74.794
1994-08-30,74.778
1994-08-31,74.739
1994-09-01,74.732
1994-09-02,74.731
1994-09-03,74.694
1994-09-04,74.676
1994-09-05,74.671
1994-09-06,74.695
1994-09-07,74.705
1994-09-08,74.71
1994-09-09,74.706
1994-09-10,74.677
1994-09-11,74.669
1994-09-12,74.678
1994-09-13,74.676
1994-09-14,74.644
1994-09-15,74.627
1994-09-16,74.652
1994-09-17,74.653
1994-09-18,74.613
1994-09-19,74.613
1994-09-20,74.621
1994-09-21,74.602
1994-09-22,74.578
1994-09-23,74.53
1994-09-24,74.548
1994-09-25,74.545
1994-09-26,74.553
1994-09-27,74.583
1994-09-28,74.614
1994-09-29,74.634
1994-09-30,74.6
1994-10-01,74.588
1994-10-02,74.578
1994-10-03,74.564
1994-10-04,74.556
1994-10-05,74.556
1994-10-06,74.552
1994-10-07,74.546
1994-10-08,74.553
1994-10-09,74.593
1994-10-10,74.54
1994-10-11,74.504
1994-10-12,74.492
1994-10-13,74.486
1994-10-14,74.422
1994-10-15,74.412
1994-10-16,74.428
1994-10-17,74.423
1994-10-18,74.414
1994-10-19,74.424
1994-10-20,74.442
1994-10-21,74.444
1994-10-22,74.418
1994-10-23,74.419
1994-10-24,74.433
1994-10-25,74.459
1994-10-26,74.428
1994-10-27,74.406
1994-10-28,74.433
1994-10-29,74.446
1994-10-30,74.408
1994-10-31,74.361
1994-11-01,74.351
1994-11-02,74.439
1994-11-03,74.41
1994-11-04,74.429
1994-11-05,74.435
1994-11-06,74.494
1994-11-07,74.465
1994-11-08,74.469
1994-11-09,74.442
1994-11-10,74.43
1994-11-11,74.419
1994-11-12,74.422
1994-11-13,74.403
1994-11-14,74.427
1994-11-15,74.428
1994-11-16,74.38
1994-11-17,74.372
1994-11-18,74.402
1994-11-19,74.44
1994-11-20,74.366
1994-11-21,74.42
1994-11-22,74.522
1994-11-23,74.437
1994-11-24,74.398
1994-11-25,74.407
1994-11-26,74.35
1994-11-27,74.273
1994-11-28,74.43
1994-11-29,74.493
1994-11-30,74.381
1994-12-01,74.371
1994-12-02,74.42
1994-12-03,74.349
1994-12-04,74.351
1994-12-05,74.348
1994-12-06,74.384
1994-12-07,74.332
1994-12-08,74.371
1994-12-09,74.385
1994-12-10,74.334
1994-12-11,74.405
1994-12-12,74.349
1994-12-13,74.324
1994-12-14,74.324
1994-12-15,74.306
1994-12-16,74.34
1994-12-17,74.423
1994-12-18,74.371
1994-12-19,74.359
1994-12-20,74.39
1994-12-21,74.4
1994-12-22,74.375
1994-12-23,74.311
1994-12-24,74.27
1994-12-25,74.327
1994-12-26,74.328
1994-12-27,74.356
1994-12-28,74.402
1994-12-29,74.324
1994-12-30,74.295
1994-12-31,74.33
