"Date","WL"
"1939-05-23",74.794
"1939-05-24",74.813
"1939-05-25",74.804
"1939-05-26",74.804
"1939-05-27",74.797
"1939-05-28",74.797
"1939-05-29",74.807
"1939-05-30",74.804
"1939-05-31",74.804
"1939-06-01",74.807
"1939-06-02",74.807
"1939-06-03",74.788
"1939-06-04",74.807
"1939-06-05",74.794
"1939-06-06",74.8
"1939-06-07",74.788
"1939-06-08",74.785
"1939-06-09",74.794
"1939-06-10",74.785
"1939-06-11",74.77
"1939-06-12",74.788
"1939-06-13",74.785
"1939-06-14",74.794
"1939-06-15",74.776
"1939-06-16",74.776
"1939-06-17",74.773
"1939-06-18",74.77
"1939-06-19",74.761
"1939-06-20",74.773
"1939-06-21",74.779
"1939-06-22",74.761
"1939-06-23",74.788
"1939-06-24",74.785
"1939-06-25",74.785
"1939-06-26",74.779
"1939-06-27",74.773
"1939-06-28",74.764
"1939-06-29",74.758
"1939-06-30",74.779
"1939-07-01",74.794
"1939-07-02",74.797
"1939-07-03",74.782
"1939-07-04",74.776
"1939-07-05",74.773
"1939-07-06",74.773
"1939-07-07",74.767
"1939-07-08",74.773
"1939-07-09",74.788
"1939-07-10",74.807
"1939-07-11",74.8
"1939-07-12",74.794
"1939-07-13",74.758
"1939-07-14",74.8
"1939-07-15",74.797
"1939-07-16",74.791
"1939-07-17",74.773
"1939-07-18",74.758
"1939-07-19",74.746
"1939-07-20",74.733
"1939-07-21",74.706
"1939-07-22",74.688
"1939-07-23",74.682
"1939-07-24",74.694
"1939-07-25",74.694
"1939-07-26",74.688
"1939-07-27",74.679
"1939-07-28",74.672
"1939-07-29",74.672
"1939-07-30",74.679
"1939-07-31",74.703
"1939-08-01",74.709
"1939-08-02",74.697
"1939-08-03",74.7
"1939-08-04",74.709
"1939-08-05",74.7
"1939-08-06",74.688
"1939-08-07",74.688
"1939-08-08",74.676
"1939-08-09",74.703
"1939-08-10",74.721
"1939-08-11",74.709
"1939-08-12",74.685
"1939-08-13",74.709
"1939-08-14",74.721
"1939-08-15",74.715
"1939-08-16",74.712
"1939-08-17",74.691
"1939-08-18",74.676
"1939-08-19",74.66
"1939-08-20",74.648
"1939-08-21",74.654
"1939-08-22",74.666
"1939-08-23",74.651
"1939-08-24",74.648
"1939-08-25",74.666
"1939-08-26",74.657
"1939-08-27",74.645
"1939-08-28",74.636
"1939-08-29",74.624
"1939-08-30",74.618
"1939-08-31",74.593
"1939-09-01",74.59
"1939-09-02",74.587
"1939-09-03",74.578
"1939-09-04",74.572
"1939-09-05",74.636
"1939-09-06",74.608
"1939-09-07",74.587
"1939-09-08",74.56
"1939-09-09",74.551
"1939-09-10",74.572
"1939-09-11",74.602
"1939-09-12",74.557
"1939-09-13",74.535
"1939-09-14",74.526
"1939-09-15",74.526
"1939-09-16",74.52
"1939-09-17",74.532
"1939-09-18",74.483
"1939-09-19",74.474
"1939-09-20",74.48
"1939-09-21",74.456
"1939-09-22",74.453
"1939-09-23",74.462
"1939-09-24",74.444
"1939-09-25",74.441
"1939-09-26",74.438
"1939-09-27",74.429
"1939-09-28",74.429
"1939-09-29",74.404
"1939-09-30",74.462
"1939-10-01",74.441
"1939-10-02",74.435
"1939-10-03",74.423
"1939-10-04",74.416
"1939-10-05",74.413
"1939-10-06",74.429
"1939-10-07",74.435
"1939-10-08",74.413
"1939-10-09",74.429
"1939-10-10",74.426
"1939-10-11",74.45
"1939-10-12",74.444
"1939-10-13",74.435
"1939-10-14",74.474
"1939-10-15",74.423
"1939-10-16",74.404
"1939-10-17",74.432
"1939-10-18",74.386
"1939-10-19",74.374
"1939-10-20",74.383
"1939-10-21",74.362
"1939-10-22",74.395
"1939-10-23",74.407
"1939-10-24",74.374
"1939-10-25",74.322
"1939-10-26",74.352
"1939-10-27",74.328
"1939-10-28",74.419
"1939-10-29",74.349
"1939-10-30",74.304
"1939-10-31",74.331
"1939-11-01",74.337
"1939-11-02",74.34
"1939-11-03",74.334
"1939-11-04",74.319
"1939-11-05",74.319
"1939-11-06",74.337
"1939-11-07",74.313
"1939-11-08",74.346
"1939-11-09",74.325
"1939-11-10",74.279
"1939-11-11",74.343
"1939-11-12",74.301
"1939-11-13",74.31
"1939-11-14",74.288
"1939-11-15",74.255
"1939-11-16",74.27
"1939-11-17",74.267
"1939-11-18",74.261
"1939-11-19",74.252
"1939-11-20",74.23
"1939-11-21",74.218
"1939-11-22",74.221
"1939-11-23",74.224
"1939-11-24",74.215
"1939-11-25",74.209
"1939-11-26",74.221
"1939-11-27",74.227
"1939-11-28",74.234
"1939-11-29",74.203
"1939-11-30",74.197
"1939-12-01",74.182
"1939-12-02",74.185
"1939-12-03",74.243
"1939-12-04",74.249
"1939-12-05",74.209
"1939-12-06",74.2
"1939-12-07",74.215
"1939-12-08",74.261
"1939-12-09",74.191
"1939-12-10",74.197
"1939-12-11",74.203
"1939-12-12",74.16
"1939-12-13",74.197
"1939-12-14",74.209
"1939-12-15",74.173
"1939-12-16",74.154
"1939-12-17",74.191
"1939-12-18",74.197
"1939-12-19",74.154
"1939-12-20",74.197
"1939-12-21",74.234
"1939-12-22",74.267
"1939-12-23",74.227
"1939-12-24",74.221
"1939-12-25",74.224
"1939-12-26",74.197
"1939-12-27",74.163
"1939-12-28",74.16
"1939-12-29",74.166
"1939-12-30",74.166
"1939-12-31",74.188
"1940-01-01",74.194
"1940-01-02",74.191
"1940-01-03",74.191
"1940-01-04",74.163
"1940-01-05",74.157
"1940-01-06",74.179
"1940-01-07",74.139
"1940-01-08",74.127
"1940-01-09",74.124
"1940-01-10",74.112
"1940-01-11",74.093
"1940-01-12",74.093
"1940-01-13",74.115
"1940-01-14",74.054
"1940-01-15",74.157
"1940-01-16",74.215
"1940-01-17",74.163
"1940-01-18",74.17
"1940-01-19",74.16
"1940-01-20",74.13
"1940-01-21",74.166
"1940-01-22",74.145
"1940-01-23",74.109
"1940-01-24",74.118
"1940-01-25",74.133
"1940-01-26",74.142
"1940-01-27",74.142
"1940-01-28",74.136
"1940-01-29",74.109
"1940-01-30",74.102
"1940-01-31",74.099
"1940-02-01",74.09
"1940-02-02",74.109
"1940-02-03",74.112
"1940-02-04",74.09
"1940-02-05",74.084
"1940-02-06",74.075
"1940-02-07",74.109
"1940-02-08",74.102
"1940-02-09",74.075
"1940-02-10",74.072
"1940-02-11",74.127
"1940-02-12",74.081
"1940-02-13",74.087
"1940-02-14",74.087
"1940-02-15",74.118
"1940-02-16",74.102
"1940-02-17",74.084
"1940-02-18",74.063
"1940-02-19",74.06
"1940-02-20",74.081
"1940-02-21",74.081
"1940-02-22",74.066
"1940-02-23",74.099
"1940-02-24",74.063
"1940-02-25",74.109
"1940-02-26",74.087
"1940-02-27",74.054
"1940-02-28",74.081
"1940-02-29",74.081
"1940-03-01",74.063
"1940-03-02",74.045
"1940-03-03",74.035
"1940-03-04",74.063
"1940-03-05",74.093
"1940-03-06",74.112
"1940-03-07",74.115
"1940-03-08",74.112
"1940-03-09",74.121
"1940-03-10",74.136
"1940-03-11",74.121
"1940-03-12",74.087
"1940-03-13",74.054
"1940-03-14",74.063
"1940-03-15",74.127
"1940-03-16",74.109
"1940-03-17",74.106
"1940-03-18",74.075
"1940-03-19",74.112
"1940-03-20",74.112
"1940-03-21",74.106
"1940-03-22",74.133
"1940-03-23",74.163
"1940-03-24",74.16
"1940-03-25",74.173
"1940-03-26",74.133
"1940-03-27",74.087
"1940-03-28",74.066
"1940-03-29",74.087
"1940-03-30",74.112
"1940-04-01",74.142
"1940-04-02",74.142
"1940-04-03",74.13
"1940-04-04",74.173
"1940-04-05",74.227
"1940-04-06",74.249
"1940-04-07",74.23
"1940-04-08",74.234
"1940-04-09",74.31
"1940-04-10",74.316
"1940-04-11",74.322
"1940-04-12",74.389
"1940-04-13",74.419
"1940-04-14",74.423
"1940-04-15",74.386
"1940-04-16",74.41
"1940-04-17",74.407
"1940-04-18",74.429
"1940-04-19",74.462
"1940-04-20",74.471
"1940-04-21",74.502
"1940-04-22",74.514
"1940-04-23",74.505
"1940-04-24",74.511
"1940-04-25",74.517
"1940-04-26",74.529
"1940-04-27",74.535
"1940-04-28",74.532
"1940-04-29",74.532
"1940-04-30",74.538
"1940-05-01",74.544
"1940-05-02",74.566
"1940-05-03",74.575
"1940-05-04",74.593
"1940-05-05",74.584
"1940-05-06",74.578
"1940-05-07",74.599
"1940-05-08",74.587
"1940-05-09",74.596
"1940-05-10",74.593
"1940-05-11",74.599
"1940-05-12",74.587
"1940-05-13",74.59
"1940-05-14",74.581
"1940-05-15",74.584
"1940-05-16",74.602
"1940-05-17",74.608
"1940-05-18",74.611
"1940-05-19",74.581
"1940-05-20",74.615
"1940-05-21",74.624
"1940-05-22",74.618
"1940-05-23",74.627
"1940-05-24",74.63
"1940-05-25",74.651
"1940-05-26",74.666
"1940-05-27",74.679
"1940-05-28",74.691
"1940-05-29",74.694
"1940-05-30",74.688
"1940-05-31",74.694
"1940-06-01",74.7
"1940-06-02",74.703
"1940-06-03",74.7
"1940-06-04",74.703
"1940-06-05",74.706
"1940-06-06",74.712
"1940-06-07",74.7
"1940-06-08",74.709
"1940-06-09",74.721
"1940-06-10",74.703
"1940-06-11",74.709
"1940-06-12",74.718
"1940-06-13",74.724
"1940-06-14",74.721
"1940-06-15",74.724
"1940-06-16",74.724
"1940-06-17",74.712
"1940-06-18",74.715
"1940-06-19",74.749
"1940-06-20",74.764
"1940-06-21",74.752
"1940-06-22",74.746
"1940-06-23",74.73
"1940-06-24",74.715
"1940-06-25",74.73
"1940-06-26",74.755
"1940-06-27",74.749
"1940-06-28",74.736
"1940-06-29",74.776
"1940-06-30",74.776
"1940-07-01",74.779
"1940-07-02",74.776
"1940-07-03",74.77
"1940-07-04",74.77
"1940-07-05",74.767
"1940-07-06",74.764
"1940-07-07",74.761
"1940-07-08",74.755
"1940-07-09",74.755
"1940-07-10",74.749
"1940-07-11",74.743
"1940-07-12",74.758
"1940-07-13",74.749
"1940-07-14",74.736
"1940-07-15",74.736
"1940-07-16",74.752
"1940-07-17",74.749
"1940-07-18",74.746
"1940-07-19",74.743
"1940-07-20",74.743
"1940-07-21",74.755
"1940-07-22",74.758
"1940-07-23",74.755
"1940-07-24",74.758
"1940-07-25",74.749
"1940-07-26",74.755
"1940-07-27",74.764
"1940-07-28",74.77
"1940-07-29",74.755
"1940-07-30",74.77
"1940-07-31",74.785
"1940-08-01",74.764
"1940-08-02",74.736
"1940-08-03",74.721
"1940-08-04",74.715
"1940-08-05",74.712
"1940-08-06",74.721
"1940-08-07",74.727
"1940-08-08",74.718
"1940-08-09",74.715
"1940-08-10",74.7
"1940-08-11",74.685
"1940-08-12",74.676
"1940-08-13",74.685
"1940-08-14",74.676
"1940-08-15",74.642
"1940-08-16",74.627
"1940-08-17",74.636
"1940-08-18",74.618
"1940-08-19",74.666
"1940-08-20",74.651
"1940-08-21",74.633
"1940-08-22",74.63
"1940-08-23",74.648
"1940-08-24",74.63
"1940-08-25",74.611
"1940-08-26",74.599
"1940-08-27",74.569
"1940-08-28",74.532
"1940-08-29",74.523
"1940-08-30",74.544
"1940-08-31",74.563
"1940-09-01",74.569
"1940-09-02",74.572
"1940-09-03",74.584
"1940-09-04",74.587
"1940-09-05",74.575
"1940-09-06",74.578
"1940-09-07",74.557
"1940-09-08",74.544
"1940-09-09",74.551
"1940-09-10",74.581
"1940-09-11",74.56
"1940-09-12",74.557
"1940-09-13",74.551
"1940-09-14",74.529
"1940-09-15",74.526
"1940-09-16",74.544
"1940-09-17",74.547
"1940-09-18",74.532
"1940-09-19",74.526
"1940-09-20",74.517
"1940-09-21",74.544
"1940-09-22",74.547
"1940-09-23",74.535
"1940-09-24",74.538
"1940-09-25",74.566
"1940-09-26",74.551
"1940-09-27",74.532
"1940-09-28",74.517
"1940-09-29",74.52
"1940-09-30",74.511
"1940-10-01",74.502
"1940-10-02",74.499
"1940-10-03",74.487
"1940-10-04",74.471
"1940-10-05",74.45
"1940-10-06",74.447
"1940-10-07",74.465
"1940-10-08",74.477
"1940-10-09",74.483
"1940-10-10",74.468
"1940-10-11",74.453
"1940-10-12",74.447
"1940-10-13",74.459
"1940-10-14",74.438
"1940-10-15",74.477
"1940-10-16",74.441
"1940-10-17",74.438
"1940-10-18",74.468
"1940-10-19",74.416
"1940-10-20",74.419
"1940-10-21",74.426
"1940-10-22",74.389
"1940-10-23",74.389
"1940-10-24",74.407
"1940-10-25",74.395
"1940-10-26",74.398
"1940-10-27",74.383
"1940-10-28",74.371
"1940-10-29",74.34
"1940-10-30",74.34
"1940-10-31",74.359
"1940-11-01",74.313
"1940-11-02",74.359
"1940-11-03",74.407
"1940-11-04",74.368
"1940-11-05",74.368
"1940-11-06",74.441
"1940-11-07",74.426
"1940-11-08",74.401
"1940-11-09",74.365
"1940-11-10",74.343
"1940-11-11",74.316
"1940-11-12",74.386
"1940-11-13",74.374
"1940-11-14",74.371
"1940-11-15",74.38
"1940-11-16",74.38
"1940-11-17",74.383
"1940-11-18",74.392
"1940-11-19",74.343
"1940-11-20",74.368
"1940-11-21",74.349
"1940-11-22",74.371
"1940-11-23",74.349
"1940-11-24",74.383
"1940-11-25",74.377
"1940-11-26",74.304
"1940-11-27",74.355
"1940-11-28",74.398
"1940-11-29",74.352
"1940-11-30",74.343
"1940-12-01",74.404
"1940-12-02",74.398
"1940-12-03",74.392
"1940-12-04",74.34
"1940-12-05",74.389
"1940-12-06",74.337
"1940-12-07",74.349
"1940-12-08",74.386
"1940-12-09",74.346
"1940-12-10",74.377
"1940-12-11",74.359
"1940-12-12",74.346
"1940-12-13",74.383
"1940-12-14",74.368
"1940-12-15",74.352
"1940-12-16",74.337
"1940-12-17",74.419
"1940-12-18",74.407
"1940-12-19",74.383
"1940-12-20",74.386
"1940-12-21",74.401
"1940-12-22",74.413
"1940-12-23",74.401
"1940-12-24",74.386
"1940-12-25",74.392
"1940-12-26",74.386
"1940-12-27",74.389
"1940-12-28",74.401
"1940-12-29",74.426
"1940-12-30",74.48
"1940-12-31",74.52
"1941-01-01",74.48
"1941-01-02",74.438
"1941-01-03",74.483
"1941-01-04",74.505
"1941-01-05",74.541
"1941-01-06",74.52
"1941-01-07",74.502
"1941-01-08",74.496
"1941-01-09",74.499
"1941-01-10",74.508
"1941-01-11",74.505
"1941-01-12",74.514
"1941-01-13",74.526
"1941-01-14",74.508
"1941-01-15",74.48
"1941-01-16",74.456
"1941-01-17",74.477
"1941-01-18",74.505
"1941-01-19",74.554
"1941-01-20",74.541
"1941-01-21",74.505
"1941-01-22",74.483
"1941-01-23",74.526
"1941-01-24",74.477
"1941-01-25",74.505
"1941-01-26",74.48
"1941-01-27",74.465
"1941-01-28",74.505
"1941-01-29",74.526
"1941-01-30",74.493
"1941-01-31",74.526
"1941-02-01",74.496
"1941-02-02",74.511
"1941-02-03",74.511
"1941-02-04",74.514
"1941-02-05",74.505
"1941-02-06",74.465
"1941-02-07",74.502
"1941-02-08",74.529
"1941-02-09",74.532
"1941-02-10",74.508
"1941-02-11",74.517
"1941-02-12",74.511
"1941-02-13",74.493
"1941-02-14",74.508
"1941-02-15",74.566
"1941-02-16",74.551
"1941-02-17",74.52
"1941-02-18",74.572
"1941-02-19",74.615
"1941-02-20",74.615
"1941-02-21",74.59
"1941-02-22",74.578
"1941-02-23",74.569
"1941-02-24",74.563
"1941-02-25",74.544
"1941-02-26",74.56
"1941-02-27",74.532
"1941-02-28",74.529
"1941-03-01",74.526
"1941-03-02",74.52
"1941-03-03",74.508
"1941-03-04",74.535
"1941-03-05",74.535
"1941-03-06",74.541
"1941-03-07",74.493
"1941-03-08",74.496
"1941-03-09",74.529
"1941-03-10",74.523
"1941-03-11",74.435
"1941-03-12",74.56
"1941-03-13",74.538
"1941-03-14",74.56
"1941-03-15",74.532
"1941-03-16",74.532
"1941-03-17",74.666
"1941-03-18",74.718
"1941-03-19",74.688
"1941-03-20",74.538
"1941-03-21",74.566
"1941-03-22",74.56
"1941-03-23",74.535
"1941-03-24",74.529
"1941-03-25",74.566
"1941-03-26",74.56
"1941-03-27",74.541
"1941-03-28",74.544
"1941-03-29",74.566
"1941-03-30",74.572
"1941-03-31",74.547
"1941-04-01",74.557
"1941-04-02",74.563
"1941-04-03",74.56
"1941-04-04",74.551
"1941-04-05",74.551
"1941-04-06",74.593
"1941-04-07",74.599
"1941-04-08",74.605
"1941-04-09",74.611
"1941-04-10",74.618
"1941-04-11",74.624
"1941-04-12",74.627
"1941-04-13",74.624
"1941-04-14",74.642
"1941-04-15",74.648
"1941-04-16",74.648
"1941-04-17",74.654
"1941-04-18",74.648
"1941-04-19",74.651
"1941-04-20",74.648
"1941-04-21",74.679
"1941-04-22",74.672
"1941-04-23",74.657
"1941-04-24",74.679
"1941-04-25",74.666
"1941-04-26",74.669
"1941-04-27",74.672
"1941-04-28",74.666
"1941-04-29",74.657
"1941-04-30",74.657
"1941-05-01",74.657
"1941-05-02",74.654
"1941-05-03",74.639
"1941-05-04",74.633
"1941-05-05",74.633
"1941-05-06",74.624
"1941-05-07",74.624
"1941-05-08",74.63
"1941-05-09",74.645
"1941-05-10",74.651
"1941-05-11",74.642
"1941-05-12",74.63
"1941-05-13",74.618
"1941-05-14",74.615
"1941-05-15",74.602
"1941-05-16",74.599
"1941-05-17",74.618
"1941-05-18",74.621
"1941-05-19",74.599
"1941-05-20",74.596
"1941-05-21",74.593
"1941-05-22",74.593
"1941-05-23",74.599
"1941-05-24",74.615
"1941-05-25",74.596
"1941-05-26",74.581
"1941-05-27",74.575
"1941-05-28",74.578
"1941-05-29",74.587
"1941-05-30",74.578
"1941-05-31",74.569
"1941-06-01",74.572
"1941-06-02",74.578
"1941-06-03",74.569
"1941-06-04",74.566
"1941-06-05",74.569
"1941-06-06",74.56
"1941-06-07",74.551
"1941-06-08",74.575
"1941-06-09",74.578
"1941-06-10",74.572
"1941-06-11",74.56
"1941-06-12",74.529
"1941-06-13",74.52
"1941-06-14",74.532
"1941-06-15",74.535
"1941-06-16",74.538
"1941-06-17",74.535
"1941-06-18",74.535
"1941-06-19",74.535
"1941-06-20",74.535
"1941-06-21",74.532
"1941-06-22",74.532
"1941-06-23",74.547
"1941-06-24",74.544
"1941-06-25",74.523
"1941-06-26",74.523
"1941-06-27",74.52
"1941-06-28",74.517
"1941-06-29",74.526
"1941-06-30",74.511
"1941-07-01",74.511
"1941-07-02",74.526
"1941-07-03",74.505
"1941-07-04",74.496
"1941-07-05",74.487
"1941-07-06",74.474
"1941-07-07",74.477
"1941-07-08",74.511
"1941-07-09",74.526
"1941-07-10",74.493
"1941-07-11",74.493
"1941-07-12",74.499
"1941-07-13",74.493
"1941-07-14",74.477
"1941-07-15",74.453
"1941-07-16",74.447
"1941-07-17",74.474
"1941-07-18",74.45
"1941-07-19",74.48
"1941-07-20",74.493
"1941-07-21",74.477
"1941-07-22",74.468
"1941-07-23",74.459
"1941-07-24",74.45
"1941-07-25",74.453
"1941-07-26",74.441
"1941-07-27",74.429
"1941-07-28",74.435
"1941-07-29",74.435
"1941-07-30",74.453
"1941-07-31",74.462
"1941-08-01",74.462
"1941-08-02",74.462
"1941-08-03",74.459
"1941-08-04",74.456
"1941-08-05",74.453
"1941-08-06",74.438
"1941-08-07",74.435
"1941-08-08",74.429
"1941-08-09",74.438
"1941-08-10",74.423
"1941-08-11",74.404
"1941-08-12",74.453
"1941-08-13",74.435
"1941-08-14",74.398
"1941-08-15",74.383
"1941-08-16",74.398
"1941-08-17",74.392
"1941-08-18",74.368
"1941-08-19",74.368
"1941-08-20",74.362
"1941-08-21",74.343
"1941-08-22",74.34
"1941-08-23",74.355
"1941-08-24",74.343
"1941-08-25",74.334
"1941-08-26",74.362
"1941-08-27",74.386
"1941-08-28",74.355
"1941-08-29",74.325
"1941-08-30",74.313
"1941-08-31",74.319
"1941-09-01",74.374
"1941-09-02",74.359
"1941-09-03",74.331
"1941-09-04",74.316
"1941-09-05",74.325
"1941-09-06",74.343
"1941-09-07",74.374
"1941-09-08",74.328
"1941-09-09",74.316
"1941-09-10",74.325
"1941-09-11",74.362
"1941-09-12",74.349
"1941-09-13",74.316
"1941-09-14",74.298
"1941-09-15",74.298
"1941-09-16",74.301
"1941-09-17",74.328
"1941-09-18",74.316
"1941-09-19",74.288
"1941-09-20",74.264
"1941-09-21",74.258
"1941-09-22",74.255
"1941-09-23",74.255
"1941-09-24",74.23
"1941-09-25",74.209
"1941-09-26",74.27
"1941-09-27",74.227
"1941-09-28",74.24
"1941-09-29",74.243
"1941-09-30",74.182
"1941-10-01",74.237
"1941-10-02",74.209
"1941-10-03",74.2
"1941-10-04",74.224
"1941-10-05",74.221
"1941-10-06",74.23
"1941-10-07",74.227
"1941-10-08",74.276
"1941-10-09",74.218
"1941-10-10",74.258
"1941-10-11",74.252
"1941-10-12",74.218
"1941-10-13",74.191
"1941-10-14",74.197
"1941-10-15",74.23
"1941-10-16",74.234
"1941-10-17",74.194
"1941-10-18",74.179
"1941-10-19",74.197
"1941-10-20",74.185
"1941-10-21",74.194
"1941-10-22",74.191
"1941-10-23",74.227
"1941-10-24",74.224
"1941-10-25",74.227
"1941-10-26",74.154
"1941-10-27",74.16
"1941-10-28",74.215
"1941-10-29",74.166
"1941-10-30",74.151
"1941-10-31",74.154
"1941-11-01",74.13
"1941-11-02",74.188
"1941-11-03",74.2
"1941-11-04",74.17
"1941-11-05",74.173
"1941-11-06",74.148
"1941-11-07",74.176
"1941-11-08",74.185
"1941-11-09",74.191
"1941-11-10",74.2
"1941-11-11",74.224
"1941-11-12",74.215
"1941-11-13",74.166
"1941-11-14",74.182
"1941-11-15",74.176
"1941-11-16",74.209
"1941-11-17",74.16
"1941-11-18",74.16
"1941-11-19",74.16
"1941-11-20",74.176
"1941-11-21",74.221
"1941-11-22",74.176
"1941-11-23",74.182
"1941-11-24",74.206
"1941-11-25",74.16
"1941-11-26",74.185
"1941-11-27",74.173
"1941-11-28",74.157
"1941-11-29",74.151
"1941-11-30",74.163
"1941-12-01",74.139
"1941-12-02",74.154
"1941-12-03",74.151
"1941-12-04",74.139
"1941-12-05",74.142
"1941-12-06",74.197
"1941-12-07",74.163
"1941-12-08",74.127
"1941-12-09",74.194
"1941-12-10",74.185
"1941-12-11",74.148
"1941-12-12",74.112
"1941-12-13",74.096
"1941-12-14",74.191
"1941-12-15",74.17
"1941-12-16",74.13
"1941-12-17",74.136
"1941-12-18",74.118
"1941-12-19",74.133
"1941-12-20",74.148
"1941-12-21",74.106
"1941-12-22",74.075
"1941-12-23",74.072
"1941-12-24",74.133
"1941-12-25",74.188
"1941-12-26",74.142
"1941-12-27",74.194
"1941-12-28",74.176
"1941-12-29",74.185
"1941-12-30",74.16
"1941-12-31",74.157
"1942-01-01",74.13
"1942-01-02",74.218
"1942-01-03",74.179
"1942-01-04",74.194
"1942-01-05",74.212
"1942-01-06",74.197
"1942-01-07",74.221
"1942-01-08",74.194
"1942-01-09",74.173
"1942-01-10",74.188
"1942-01-11",74.173
"1942-01-12",74.173
"1942-01-13",74.157
"1942-01-14",74.166
"1942-01-15",74.185
"1942-01-16",74.176
"1942-01-17",74.13
"1942-01-18",74.133
"1942-01-19",74.142
"1942-01-20",74.166
"1942-01-21",74.157
"1942-01-22",74.148
"1942-01-23",74.148
"1942-01-24",74.142
"1942-01-25",74.112
"1942-01-26",74.112
"1942-01-27",74.127
"1942-01-28",74.13
"1942-01-29",74.118
"1942-01-30",74.084
"1942-01-31",74.09
"1942-02-01",74.173
"1942-02-02",74.17
"1942-02-03",74.136
"1942-02-04",74.112
"1942-02-05",74.099
"1942-02-06",74.121
"1942-02-07",74.142
"1942-02-08",74.206
"1942-02-09",74.163
"1942-02-10",74.142
"1942-02-11",74.148
"1942-02-12",74.166
"1942-02-13",74.179
"1942-02-14",74.176
"1942-02-15",74.136
"1942-02-16",74.093
"1942-02-17",74.185
"1942-02-18",74.16
"1942-02-19",74.2
"1942-02-20",74.194
"1942-02-21",74.215
"1942-02-22",74.209
"1942-02-23",74.173
"1942-02-24",74.157
"1942-02-25",74.17
"1942-02-26",74.179
"1942-02-27",74.176
"1942-02-28",74.148
"1942-03-01",74.145
"1942-03-02",74.133
"1942-03-03",74.17
"1942-03-04",74.182
"1942-03-05",74.154
"1942-03-06",74.179
"1942-03-07",74.148
"1942-03-08",74.142
"1942-03-09",74.197
"1942-03-10",74.27
"1942-03-11",74.206
"1942-03-12",74.267
"1942-03-13",74.255
"1942-03-14",74.246
"1942-03-15",74.285
"1942-03-16",74.261
"1942-03-17",74.319
"1942-03-18",74.38
"1942-03-19",74.444
"1942-03-20",74.419
"1942-03-21",74.398
"1942-03-22",74.468
"1942-03-23",74.493
"1942-03-24",74.474
"1942-03-25",74.462
"1942-03-26",74.459
"1942-03-27",74.45
"1942-03-28",74.447
"1942-03-29",74.465
"1942-03-30",74.474
"1942-03-31",74.477
"1942-04-01",74.493
"1942-04-02",74.48
"1942-04-03",74.483
"1942-04-04",74.483
"1942-04-05",74.493
"1942-04-06",74.502
"1942-04-07",74.532
"1942-04-08",74.547
"1942-04-09",74.535
"1942-04-10",74.52
"1942-04-11",74.596
"1942-04-12",74.608
"1942-04-13",74.605
"1942-04-14",74.59
"1942-04-15",74.605
"1942-04-16",74.605
"1942-04-17",74.624
"1942-04-18",74.66
"1942-04-19",74.657
"1942-04-20",74.648
"1942-04-21",74.642
"1942-04-22",74.642
"1942-04-23",74.642
"1942-04-24",74.642
"1942-04-25",74.651
"1942-04-26",74.654
"1942-04-27",74.648
"1942-04-28",74.639
"1942-04-29",74.654
"1942-04-30",74.654
"1942-05-01",74.657
"1942-05-02",74.654
"1942-05-03",74.654
"1942-05-04",74.663
"1942-05-05",74.676
"1942-05-06",74.66
"1942-05-07",74.663
"1942-05-08",74.682
"1942-05-09",74.679
"1942-05-10",74.682
"1942-05-11",74.672
"1942-05-12",74.663
"1942-05-13",74.672
"1942-05-14",74.669
"1942-05-15",74.672
"1942-05-16",74.688
"1942-05-17",74.709
"1942-05-18",74.703
"1942-05-19",74.703
"1942-05-20",74.709
"1942-05-21",74.709
"1942-05-22",74.709
"1942-05-23",74.724
"1942-05-24",74.733
"1942-05-25",74.746
"1942-05-26",74.746
"1942-05-27",74.755
"1942-05-28",74.746
"1942-05-29",74.743
"1942-05-30",74.749
"1942-05-31",74.782
"1942-06-01",74.77
"1942-06-02",74.776
"1942-06-03",74.782
"1942-06-04",74.788
"1942-06-05",74.797
"1942-06-06",74.791
"1942-06-07",74.8
"1942-06-08",74.807
"1942-06-09",74.794
"1942-06-10",74.794
"1942-06-11",74.791
"1942-06-12",74.791
"1942-06-13",74.807
"1942-06-14",74.825
"1942-06-15",74.822
"1942-06-16",74.819
"1942-06-17",74.81
"1942-06-18",74.807
"1942-06-19",74.8
"1942-06-20",74.807
"1942-06-21",74.807
"1942-06-22",74.804
"1942-06-23",74.816
"1942-06-24",74.816
"1942-06-25",74.813
"1942-06-26",74.807
"1942-06-27",74.816
"1942-06-28",74.8
"1942-06-29",74.779
"1942-06-30",74.773
"1942-07-01",74.776
"1942-07-02",74.782
"1942-07-03",74.773
"1942-07-04",74.776
"1942-07-05",74.764
"1942-07-06",74.791
"1942-07-07",74.782
"1942-07-08",74.779
"1942-07-09",74.782
"1942-07-10",74.755
"1942-07-11",74.761
"1942-07-12",74.758
"1942-07-13",74.746
"1942-07-14",74.767
"1942-07-15",74.767
"1942-07-16",74.743
"1942-07-17",74.73
"1942-07-18",74.761
"1942-07-19",74.755
"1942-07-20",74.779
"1942-07-21",74.782
"1942-07-22",74.77
"1942-07-23",74.764
"1942-07-24",74.758
"1942-07-25",74.752
"1942-07-26",74.727
"1942-07-27",74.724
"1942-07-28",74.736
"1942-07-29",74.736
"1942-07-30",74.727
"1942-07-31",74.718
"1942-08-01",74.749
